CompanyName,CompanyNumber,incorporation_date,CompanyStatus,SICCode_SicText_1,SICCode_SicText_2,SICCode_SicText_3,SICCode_SicText_4,Company_URL_official_company_website,Game_what_they_say_they_do_description_taken_from_their_website,Number_of_employees_2024,Number_of_employees_2023,Number_of_employees_2022,Location_of_main_manufacturing_site_ideally_google_maps_location
"MODENA IMPORT AND EXPORT CO., LTD.",15878747,2024-08-05,Active - Proposal to Strike off,"27110 - Manufacture of electric motors, generators and transformers",46420 - Wholesale of clothing and footwear,46520 - Wholesale of electronic and telecommunications equipment and parts,46640 - Wholesale of machinery for the textile industry and of sewing and knitting machines,,,,,,
MODRAIL LTD,15239522,2023-10-26,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
MODULAR HYDRAULIC SYSTEMS LIMITED,01398055,1978-11-06,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
MODULUS TECHNOLOGY LIMITED,10009215,2016-02-17,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
MODUQUIP LTD,11211524,2018-02-19,Active,28131 - Manufacture of pumps,46690 - Wholesale of other machinery and equipment,,,,,,,,
MODUS FT LIMITED,08479058,2013-04-08,Active,28131 - Manufacture of pumps,,,,,,,,,
MOGAS INDUSTRIES LIMITED,06216311,2007-04-17,Active,28140 - Manufacture of taps and valves,,,,,,,,,
MOISTURE CONTROL & MEASUREMENT LIMITED,00939792,1968-10-02,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
MOISTURE CONTROL AND MEASUREMENT (U.K.) LIMITED,02293943,1988-09-07,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
MOKVELD U.K. LIMITED,01276419,1976-09-09,Active,24100 - Manufacture of basic iron and steel and of ferro-alloys,25620 - Machining,28131 - Manufacture of pumps,,,,,,,
MOL ENGINEERING SERVICES LIMITED,08657408,2013-08-20,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
MOLD MASTERS (UK) LIMITED,01912861,1985-05-10,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MOMENTUM ELECTRONICS LIMITED,02194639,1987-11-17,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MOMENTUM LIMITED,01501459,1980-06-12,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MONARCH GASKETS & SEALS LTD,11006156,2017-10-10,Active,22190 - Manufacture of other rubber products,,,,,,,,,
MONDRELOG LTD,13339387,2021-04-16,Active,26512 - Manufacture of electronic industrial process control equipment,33140 - Repair of electrical equipment,43210 - Electrical installation,71121 - Engineering design activities for industrial process and production,,,,,,
MONITA LIMITED,12015538,2019-05-24,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",72190 - Other research and experimental development on natural sciences and engineering,,,,,,,,
MONITHERM LIMITED,03582139,1998-06-16,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
MONITOR OF THINGS LTD,12994445,2020-11-03,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","46510 - Wholesale of computers, computer peripheral equipment and software",62012 - Business and domestic software development,62090 - Other information technology service activities,,,,,,
MONITOR SYSTEMS SCOTLAND LIMITED,SC177247,1997-07-15,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MONITRAN LIMITED,02054040,1986-09-10,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
MONK PROCESS CONTROLS LTD,16545950,2025-06-27,Active,27120 - Manufacture of electricity distribution and control apparatus,43210 - Electrical installation,71121 - Engineering design activities for industrial process and production,71122 - Engineering related scientific and technical consulting activities,,,,,,
MONODE LIMITED,01380666,1978-07-27,Active,26120 - Manufacture of loaded electronic boards,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,71121 - Engineering design activities for industrial process and production,,,,,,
MONSTERWORX LTD,13876952,2022-01-27,Active,"27110 - Manufacture of electric motors, generators and transformers",30300 - Manufacture of air and spacecraft and related machinery,47910 - Retail sale via mail order houses or via Internet,,,,,,,
MONTANE TECHNICAL SERVICES LTD,09673614,2015-07-07,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MONTGOMERY THERMOSTATS LIMITED,01426776,1979-06-07,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",74990 - Non-trading company,,,,,,,,
MONTROSE PMP LIMITED,SC785805,2023-10-12,Active,28131 - Manufacture of pumps,,,,,,,,,
MOONING LIMITED,NI714036,2024-04-15,Active,22190 - Manufacture of other rubber products,,,,,,,,,
MOOPOPS LTD,11317625,2018-04-18,Active,22190 - Manufacture of other rubber products,47910 - Retail sale via mail order houses or via Internet,,,,,,,,
MOORELOGIC LTD,14127355,2022-05-24,Active,26512 - Manufacture of electronic industrial process control equipment,62020 - Information technology consultancy activities,62090 - Other information technology service activities,,,,,,,
MOORFIELD INDUSTRIES LIMITED,02538281,1990-09-10,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,32910 - Manufacture of brooms and brushes,32990 - Other manufacturing n.e.c.,,,,,,
MOORFIELD NANOTECHNOLOGY LIMITED,03044718,1995-04-11,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
MORANLORD LIMITED,08055877,2012-05-03,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MOREE LIMITED,13003612,2020-11-09,Active,22190 - Manufacture of other rubber products,47910 - Retail sale via mail order houses or via Internet,62090 - Other information technology service activities,74100 - specialised design activities,,,,,,
"MORLEY ELECTRICAL ENGINEERING COMPANY,LIMITED(THE)",00052358,,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
MORMAIR LTD,SC720176,2022-01-18,Active,"27110 - Manufacture of electric motors, generators and transformers",35110 - Production of electricity,35120 - Transmission of electricity,38320 - Recovery of sorted materials,,,,,,
MORRIS LINE ENGINEERING (HOLDINGS) LIMITED,11722493,2018-12-11,Active,27120 - Manufacture of electricity distribution and control apparatus,43210 - Electrical installation,80200 - Security systems service activities,,,,,,,
MORRIS LINE ENGINEERING LIMITED,11769911,2019-01-16,Active,27120 - Manufacture of electricity distribution and control apparatus,43210 - Electrical installation,80200 - Security systems service activities,,,,,,,
MORSON PROJECTS LIMITED,01457298,1979-10-26,Active,27120 - Manufacture of electricity distribution and control apparatus,71121 - Engineering design activities for industrial process and production,71129 - Other engineering activities,78300 - Human resources provision and management of human resources functions,,,,,,
MORVAN & NOEL LTD,03076407,1995-07-05,Active,13100 - Preparation and spinning of textile fibres,13200 - Weaving of textiles,13300 - Finishing of textiles,22190 - Manufacture of other rubber products,,,,,,
MOSAK GROUP LIMITED,13991752,2022-03-21,Active,27120 - Manufacture of electricity distribution and control apparatus,27900 - Manufacture of other electrical equipment,,,,,,,,
MOSDORFER RAIL LIMITED,05575809,2005-09-27,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
MOTHERWELL TANK GAUGING LIMITED,06480384,2008-01-22,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MOTION ROBOTS LTD,11982858,2019-05-07,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MOTION SYSTEMS LIMITED,05106121,2004-04-20,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
MOTIVITY SOLUTIONS LTD,SC729944,2022-04-19,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
MOTOR TECHNOLOGY LTD.,01895277,1985-03-14,Active,26512 - Manufacture of electronic industrial process control equipment,28131 - Manufacture of pumps,33200 - Installation of industrial machinery and equipment,,,,,,,
MOTORCLIMATE UK LIMITED,04293178,2001-09-25,Active,28132 - Manufacture of compressors,,,,,,,,,
MOTORS FANS AND PUMP SOLUTIONS LIMITED,05042981,2004-02-12,Active,28131 - Manufacture of pumps,,,,,,,,,
MOUNTFORD RUBBER & PLASTICS LIMITED,01982093,1986-01-24,Active,22190 - Manufacture of other rubber products,,,,,,,,,
MOWDEN CONTROLS LIMITED,00836166,1965-02-01,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MOWTEC LIMITED,05797607,2006-04-26,Active,22190 - Manufacture of other rubber products,,,,,,,,,
MPB INDUSTRIES LIMITED,04966728,2003-11-17,Active,26512 - Manufacture of electronic industrial process control equipment,26514 - Manufacture of non-electronic industrial process control equipment,,,,,,,,
MPEC TECHNOLOGY LIMITED,03921641,2000-02-08,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","63110 - Data processing, hosting and related activities",72190 - Other research and experimental development on natural sciences and engineering,,,,,,,
MPRD LIMITED,10688784,2017-03-24,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","28930 - Manufacture of machinery for food, beverage and tobacco processing",33200 - Installation of industrial machinery and equipment,,,,,,,
MR ROBINSON'S PRODUCTIONS LTD,03912213,2000-01-24,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
MRA FOAM MOULDINGS LIMITED,04702526,2003-03-19,Active,22190 - Manufacture of other rubber products,,,,,,,,,
MRK ENGINEERING SOLUTIONS LTD,14160623,2022-06-09,Active,26512 - Manufacture of electronic industrial process control equipment,26514 - Manufacture of non-electronic industrial process control equipment,,,,,,,,
MS AUTOMATIONS LTD,15924158,2024-08-29,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
MSCM LIMITED,03874977,1999-11-11,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,28990 - Manufacture of other special-purpose machinery n.e.c.,,,,,,,
MSEMI COMPANY LIMITED,14285600,2022-08-09,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26701 - Manufacture of optical precision instruments,33120 - Repair of machinery,"46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",,,,,,
MSL PUMPS LIMITED,06210424,2007-04-12,Active,28131 - Manufacture of pumps,,,,,,,,,
MTDYZDQDQQ LIMITED,15668655,2024-04-22,Active,22190 - Manufacture of other rubber products,,,,,,,,,
MULTI CIRCUIT METERING UK LTD,13245323,2021-03-04,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,27900 - Manufacture of other electrical equipment,,,,,,,
MULTI-EMBEDDED IOT TECHNOLOGY LIMITED,11455612,2018-07-09,Active - Proposal to Strike off,26512 - Manufacture of electronic industrial process control equipment,80200 - Security systems service activities,95210 - Repair of consumer electronics,,,,,,,
MULTICORE LIMITED,01803698,1984-03-27,Active,"27110 - Manufacture of electric motors, generators and transformers",32990 - Other manufacturing n.e.c.,"46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",,,,,,,
MULTITERM LIMITED,01883433,1985-02-06,Active,27120 - Manufacture of electricity distribution and control apparatus,41100 - Development of building projects,70229 - Management consultancy activities other than financial management,,,,,,,
MUMAC LIMITED,10486265,2016-11-18,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
MUMFORD ENGINEERING LTD,08476778,2013-04-08,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,25620 - Machining,25730 - Manufacture of tools,,,,,,
MURFITTS INDUSTRIES LIMITED,04012599,2000-06-12,Active,22190 - Manufacture of other rubber products,38320 - Recovery of sorted materials,,,,,,,,
"MURPHY, STANKO AND WATERHOUSE LTD",06391156,2007-10-05,Active,26512 - Manufacture of electronic industrial process control equipment,33200 - Installation of industrial machinery and equipment,62012 - Business and domestic software development,71121 - Engineering design activities for industrial process and production,,,,,,
MURRAY (SCIENTIFIC INSTRUMENTS) LTD,09898731,2015-12-02,Active,26514 - Manufacture of non-electronic industrial process control equipment,,,,,,,,,
MUSA FASHION LTD,12109555,2019-07-18,Active,13923 - manufacture of household textiles,20160 - Manufacture of plastics in primary forms,22190 - Manufacture of other rubber products,47910 - Retail sale via mail order houses or via Internet,,,,,,
MUTECH LIMITED,02114412,1987-03-23,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MUTEX LTD.,03571116,1998-05-27,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
MYCENA SYSTEMS LTD,11825054,2019-02-13,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",71121 - Engineering design activities for industrial process and production,71122 - Engineering related scientific and technical consulting activities,71129 - Other engineering activities,,,,,,
